Date;Cash;Defensiv;Ausgewogen;Offensiv
15.06.21; 100,00 € ; 114,15 € ; 117,29 € ; 122,92 € 
16.06.21; 100,00 € ; 114,32 € ; 117,44 € ; 123,06 € 
17.06.21; 100,00 € ; 114,12 € ; 117,20 € ; 122,77 € 
18.06.21; 100,00 € ; 113,56 € ; 116,72 € ; 121,99 € 
21.06.21; 100,00 € ; 113,81 € ; 116,94 € ; 122,37 € 
22.06.21; 100,00 € ; 113,90 € ; 117,06 € ; 122,66 € 
23.06.21; 100,00 € ; 113,99 € ; 117,23 € ; 122,86 € 
24.06.21; 100,00 € ; 114,56 € ; 117,79 € ; 123,68 € 
25.06.21; 100,00 € ; 114,75 € ; 118,00 € ; 124,06 € 
28.06.21; 100,00 € ; 114,72 € ; 118,00 € ; 123,94 € 
29.06.21; 100,00 € ; 114,91 € ; 118,13 € ; 124,17 € 
30.06.21; 100,00 € ; 114,91 € ; 118,30 € ; 124,33 € 
01.07.21; 100,00 € ; 114,89 € ; 118,22 € ; 124,31 € 
02.07.21; 100,00 € ; 115,11 € ; 118,52 € ; 124,68 € 
05.07.21; 100,00 € ; 115,11 € ; 118,51 € ; 124,76 € 
06.07.21; 100,00 € ; 114,77 € ; 118,13 € ; 124,10 € 
07.07.21; 100,00 € ; 115,12 € ; 118,48 € ; 124,53 € 
08.07.21; 100,00 € ; 113,89 € ; 117,20 € ; 122,74 € 
09.07.21; 100,00 € ; 114,63 € ; 118,01 € ; 124,00 € 
12.07.21; 100,00 € ; 114,93 € ; 118,33 € ; 124,53 € 
13.07.21; 100,00 € ; 115,12 € ; 118,57 € ; 124,86 € 
14.07.21; 100,00 € ; 115,17 € ; 118,61 € ; 124,80 € 
15.07.21; 100,00 € ; 114,96 € ; 118,44 € ; 124,57 € 
16.07.21; 100,00 € ; 114,63 € ; 118,02 € ; 123,89 € 
19.07.21; 100,00 € ; 113,46 € ; 116,77 € ; 121,98 € 
20.07.21; 100,00 € ; 114,15 € ; 117,65 € ; 123,30 € 
21.07.21; 100,00 € ; 114,65 € ; 118,05 € ; 124,02 € 
22.07.21; 100,00 € ; 115,05 € ; 118,45 € ; 124,51 € 
23.07.21; 100,00 € ; 115,48 € ; 118,90 € ; 125,21 € 
26.07.21; 100,00 € ; 115,51 € ; 118,89 € ; 125,23 € 
27.07.21; 100,00 € ; 114,84 € ; 118,09 € ; 124,00 € 
28.07.21; 100,00 € ; 115,28 € ; 118,57 € ; 124,73 € 
29.07.21; 100,00 € ; 115,68 € ; 119,04 € ; 125,39 € 
30.07.21; 100,00 € ; 115,37 € ; 118,63 € ; 124,78 € 
02.08.21; 100,00 € ; 115,77 € ; 119,03 € ; 125,31 € 
03.08.21; 100,00 € ; 115,70 € ; 118,90 € ; 125,14 € 
04.08.21; 100,00 € ; 116,06 € ; 119,35 € ; 125,83 € 
05.08.21; 100,00 € ; 116,33 € ; 119,63 € ; 126,29 € 
06.08.21; 100,00 € ; 116,31 € ; 119,67 € ; 126,50 € 
09.08.21; 100,00 € ; 116,27 € ; 119,56 € ; 126,46 € 
10.08.21; 100,00 € ; 116,56 € ; 119,92 € ; 127,03 € 
11.08.21; 100,00 € ; 116,58 € ; 119,88 € ; 126,94 € 
12.08.21; 100,00 € ; 116,79 € ; 120,13 € ; 127,27 € 
13.08.21; 100,00 € ; 116,85 € ; 120,12 € ; 127,13 € 
16.08.21; 100,00 € ; 116,57 € ; 119,82 € ; 126,62 € 
17.08.21; 100,00 € ; 116,57 € ; 119,83 € ; 126,63 € 
18.08.21; 100,00 € ; 116,69 € ; 119,93 € ; 126,76 € 
19.08.21; 100,00 € ; 115,70 € ; 118,88 € ; 125,15 € 
20.08.21; 100,00 € ; 116,08 € ; 119,24 € ; 125,63 € 
23.08.21; 100,00 € ; 116,70 € ; 119,95 € ; 126,73 € 
24.08.21; 100,00 € ; 116,93 € ; 120,28 € ; 127,21 € 
25.08.21; 100,00 € ; 117,01 € ; 120,40 € ; 127,54 € 
26.08.21; 100,00 € ; 116,69 € ; 120,07 € ; 127,09 € 
27.08.21; 100,00 € ; 117,28 € ; 120,69 € ; 127,88 € 
30.08.21; 100,00 € ; 117,45 € ; 120,89 € ; 128,15 € 
31.08.21; 100,00 € ; 117,45 € ; 120,89 € ; 128,10 € 
01.09.21; 100,00 € ; 117,56 € ; 120,88 € ; 128,06 € 
02.09.21; 100,00 € ; 117,75 € ; 121,12 € ; 128,42 € 
03.09.21; 100,00 € ; 117,72 € ; 121,09 € ; 128,33 € 
06.09.21; 100,00 € ; 118,08 € ; 121,44 € ; 128,90 € 
07.09.21; 100,00 € ; 117,69 € ; 121,06 € ; 128,49 € 
08.09.21; 100,00 € ; 117,27 € ; 120,64 € ; 127,83 € 
09.09.21; 100,00 € ; 117,55 € ; 121,01 € ; 128,28 € 
10.09.21; 100,00 € ; 117,44 € ; 120,89 € ; 128,16 € 
13.09.21; 100,00 € ; 117,50 € ; 120,88 € ; 128,04 € 
14.09.21; 100,00 € ; 117,53 € ; 120,94 € ; 128,08 € 
15.09.21; 100,00 € ; 117,35 € ; 120,80 € ; 127,91 € 
16.09.21; 100,00 € ; 117,43 € ; 120,86 € ; 128,11 € 
17.09.21; 100,00 € ; 117,14 € ; 120,61 € ; 127,74 € 
20.09.21; 100,00 € ; 116,07 € ; 119,50 € ; 125,98 € 
21.09.21; 100,00 € ; 116,58 € ; 120,03 € ; 126,74 € 
22.09.21; 100,00 € ; 117,09 € ; 120,60 € ; 127,56 € 
23.09.21; 100,00 € ; 117,41 € ; 120,96 € ; 128,35 € 
24.09.21; 100,00 € ; 117,13 € ; 120,75 € ; 128,15 € 
27.09.21; 100,00 € ; 117,21 € ; 121,01 € ; 128,60 € 
28.09.21; 100,00 € ; 116,03 € ; 119,77 € ; 126,81 € 
29.09.21; 100,00 € ; 116,30 € ; 120,02 € ; 127,10 € 
30.09.21; 100,00 € ; 116,53 € ; 120,30 € ; 127,45 € 
01.10.21; 100,00 € ; 116,44 € ; 120,04 € ; 126,97 € 
04.10.21; 100,00 € ; 115,90 € ; 119,49 € ; 126,16 € 
05.10.21; 100,00 € ; 116,70 € ; 120,45 € ; 127,67 € 
06.10.21; 100,00 € ; 116,24 € ; 119,95 € ; 126,95 € 
07.10.21; 100,00 € ; 117,20 € ; 121,03 € ; 128,64 € 
08.10.21; 100,00 € ; 116,88 € ; 120,71 € ; 128,25 € 
11.10.21; 100,00 € ; 117,06 € ; 120,92 € ; 128,58 € 
12.10.21; 100,00 € ; 117,01 € ; 120,73 € ; 128,20 € 
13.10.21; 100,00 € ; 117,48 € ; 121,08 € ; 128,50 € 
14.10.21; 100,00 € ; 118,19 € ; 121,86 € ; 129,66 € 
15.10.21; 100,00 € ; 118,43 € ; 122,17 € ; 130,28 € 
18.10.21; 100,00 € ; 118,25 € ; 122,09 € ; 130,26 € 
19.10.21; 100,00 € ; 118,39 € ; 122,24 € ; 130,58 € 
20.10.21; 100,00 € ; 118,44 € ; 122,27 € ; 130,63 € 
21.10.21; 100,00 € ; 118,08 € ; 121,91 € ; 130,23 € 
22.10.21; 100,00 € ; 118,23 € ; 122,09 € ; 130,55 € 
25.10.21; 100,00 € ; 118,82 € ; 122,85 € ; 131,58 € 
26.10.21; 100,00 € ; 119,21 € ; 123,25 € ; 132,22 € 
27.10.21; 100,00 € ; 118,96 € ; 122,91 € ; 131,57 € 
28.10.21; 100,00 € ; 118,68 € ; 122,58 € ; 131,17 € 
29.10.21; 100,00 € ; 119,08 € ; 123,07 € ; 131,97 € 
01.11.21; 100,00 € ; 119,36 € ; 123,39 € ; 132,51 € 
02.11.21; 100,00 € ; 119,61 € ; 123,56 € ; 132,65 € 
03.11.21; 100,00 € ; 119,46 € ; 123,32 € ; 132,35 € 
04.11.21; 100,00 € ; 120,15 € ; 124,16 € ; 133,41 € 
05.11.21; 100,00 € ; 120,72 € ; 124,79 € ; 134,13 € 
08.11.21; 100,00 € ; 120,89 € ; 125,00 € ; 134,41 € 
09.11.21; 100,00 € ; 120,58 € ; 124,56 € ; 133,58 € 
10.11.21; 100,00 € ; 120,88 € ; 125,01 € ; 134,27 € 
11.11.21; 100,00 € ; 121,15 € ; 125,32 € ; 134,75 € 
12.11.21; 100,00 € ; 121,44 € ; 125,57 € ; 135,09 € 
15.11.21; 100,00 € ; 121,60 € ; 125,77 € ; 135,43 € 
16.11.21; 100,00 € ; 121,91 € ; 126,20 € ; 136,16 € 
17.11.21; 100,00 € ; 121,85 € ; 126,23 € ; 136,24 € 
18.11.21; 100,00 € ; 121,40 € ; 125,73 € ; 135,50 € 
19.11.21; 100,00 € ; 121,56 € ; 125,91 € ; 135,66 € 
22.11.21; 100,00 € ; 121,49 € ; 125,95 € ; 135,98 € 
23.11.21; 100,00 € ; 120,39 € ; 124,81 € ; 134,45 € 
24.11.21; 100,00 € ; 120,87 € ; 125,41 € ; 135,34 € 
25.11.21; 100,00 € ; 121,08 € ; 125,61 € ; 135,60 € 
26.11.21; 100,00 € ; 118,46 € ; 122,80 € ; 131,51 € 
29.11.21; 100,00 € ; 119,13 € ; 123,53 € ; 132,61 € 
30.11.21; 100,00 € ; 118,47 € ; 122,81 € ; 131,49 € 
01.12.21; 100,00 € ; 119,22 € ; 123,57 € ; 132,62 € 
02.12.21; 100,00 € ; 118,27 € ; 122,43 € ; 130,80 € 
03.12.21; 100,00 € ; 118,00 € ; 122,13 € ; 130,24 € 
06.12.21; 100,00 € ; 118,39 € ; 122,40 € ; 130,49 € 
07.12.21; 100,00 € ; 120,13 € ; 124,34 € ; 133,46 € 
08.12.21; 100,00 € ; 119,57 € ; 123,76 € ; 132,75 € 
09.12.21; 100,00 € ; 119,66 € ; 123,90 € ; 132,90 € 
10.12.21; 100,00 € ; 119,34 € ; 123,47 € ; 132,20 € 
13.12.21; 100,00 € ; 119,16 € ; 123,25 € ; 131,79 € 
14.12.21; 100,00 € ; 118,42 € ; 122,42 € ; 130,57 € 
15.12.21; 100,00 € ; 118,35 € ; 122,34 € ; 130,61 € 
16.12.21; 100,00 € ; 119,26 € ; 123,31 € ; 131,93 € 
17.12.21; 100,00 € ; 118,75 € ; 122,78 € ; 131,07 € 
20.12.21; 100,00 € ; 117,28 € ; 121,11 € ; 128,71 € 
21.12.21; 100,00 € ; 117,28 € ; 121,11 € ; 128,71 € 
22.12.21; 100,00 € ; 117,53 € ; 121,24 € ; 128,86 € 
23.12.21; 100,00 € ; 117,77 € ; 121,43 € ; 129,19 € 
27.12.21; 100,00 € ; 118,07 € ; 121,64 € ; 129,33 € 
28.12.21; 100,00 € ; 118,28 € ; 121,75 € ; 129,44 € 
29.12.21; 100,00 € ; 117,99 € ; 121,51 € ; 129,22 € 
30.12.21; 100,00 € ; 118,05 € ; 121,54 € ; 129,30 € 
31.12.21; 100,00 € ; 118,05 € ; 121,54 € ; 129,30 € 
03.01.22; 100,00 € ; 118,07 € ; 121,62 € ; 129,50 € 
04.01.22; 100,00 € ; 118,33 € ; 121,81 € ; 129,72 € 
05.01.22; 100,00 € ; 118,22 € ; 121,73 € ; 129,70 € 
06.01.22; 100,00 € ; 117,51 € ; 121,16 € ; 129,07 € 
07.01.22; 100,00 € ; 117,15 € ; 120,83 € ; 128,81 € 
10.01.22; 100,00 € ; 116,81 € ; 120,74 € ; 128,73 € 
11.01.22; 100,00 € ; 117,26 € ; 121,11 € ; 129,18 € 
12.01.22; 100,00 € ; 117,57 € ; 121,23 € ; 129,26 € 
13.01.22; 100,00 € ; 117,44 € ; 121,09 € ; 129,03 € 
14.01.22; 100,00 € ; 117,09 € ; 120,94 € ; 128,92 € 
17.01.22; 100,00 € ; 117,17 € ; 120,98 € ; 129,05 € 
18.01.22; 100,00 € ; 116,84 € ; 120,78 € ; 128,88 € 
19.01.22; 100,00 € ; 117,01 € ; 120,98 € ; 129,12 € 
20.01.22; 100,00 € ; 117,14 € ; 121,11 € ; 129,31 € 
21.01.22; 100,00 € ; 116,51 € ; 120,68 € ; 128,70 € 
24.01.22; 100,00 € ; 115,46 € ; 119,87 € ; 127,81 € 
25.01.22; 100,00 € ; 115,69 € ; 120,08 € ; 128,08 € 
26.01.22; 100,00 € ; 115,75 € ; 120,02 € ; 128,04 € 
27.01.22; 100,00 € ; 115,71 € ; 119,92 € ; 127,91 € 
28.01.22; 100,00 € ; 115,43 € ; 119,73 € ; 127,74 € 
31.01.22; 100,00 € ; 115,50 € ; 119,80 € ; 127,87 € 
01.02.22; 100,00 € ; 115,63 € ; 119,88 € ; 127,98 € 
02.02.22; 100,00 € ; 115,66 € ; 119,84 € ; 127,85 € 
03.02.22; 100,00 € ; 115,09 € ; 119,36 € ; 127,44 € 
04.02.22; 100,00 € ; 114,76 € ; 119,14 € ; 127,34 € 
07.02.22; 100,00 € ; 114,94 € ; 119,33 € ; 127,64 € 
08.02.22; 100,00 € ; 115,06 € ; 119,49 € ; 127,84 € 
09.02.22; 100,00 € ; 115,28 € ; 119,61 € ; 127,93 € 
10.02.22; 100,00 € ; 115,03 € ; 119,41 € ; 127,87 € 
11.02.22; 100,00 € ; 115,01 € ; 119,44 € ; 127,98 € 
14.02.22; 100,00 € ; 115,11 € ; 119,70 € ; 128,31 € 
15.02.22; 100,00 € ; 115,09 € ; 119,59 € ; 128,21 € 
16.02.22; 100,00 € ; 115,24 € ; 119,76 € ; 128,39 € 
17.02.22; 100,00 € ; 115,42 € ; 120,03 € ; 128,68 € 
18.02.22; 100,00 € ; 115,39 € ; 120,05 € ; 128,72 € 
21.02.22; 100,00 € ; 115,26 € ; 119,99 € ; 128,65 € 
22.02.22; 100,00 € ; 115,27 € ; 120,00 € ; 128,67 € 
23.02.22; 100,00 € ; 115,31 € ; 120,09 € ; 128,84 € 
24.02.22; 100,00 € ; 115,03 € ; 120,04 € ; 128,89 € 
25.02.22; 100,00 € ; 114,75 € ; 119,68 € ; 128,43 € 
28.02.22; 100,00 € ; 115,17 € ; 120,08 € ; 128,68 € 
01.03.22; 100,00 € ; 115,87 € ; 120,83 € ; 129,40 € 
02.03.22; 100,00 € ; 115,59 € ; 120,59 € ; 129,28 € 
03.03.22; 100,00 € ; 115,76 € ; 120,82 € ; 129,62 € 
04.03.22; 100,00 € ; 116,33 € ; 121,45 € ; 130,24 € 
07.03.22; 100,00 € ; 116,31 € ; 121,54 € ; 130,57 € 
08.03.22; 100,00 € ; 116,57 € ; 121,97 € ; 131,28 € 
09.03.22; 100,00 € ; 115,92 € ; 121,16 € ; 130,31 € 
10.03.22; 100,00 € ; 115,75 € ; 121,04 € ; 130,32 € 
11.03.22; 100,00 € ; 115,85 € ; 121,16 € ; 130,47 € 
14.03.22; 100,00 € ; 115,30 € ; 120,57 € ; 129,94 € 
15.03.22; 100,00 € ; 115,10 € ; 120,30 € ; 129,58 € 
16.03.22; 100,00 € ; 114,96 € ; 120,13 € ; 129,33 € 
17.03.22; 100,00 € ; 115,06 € ; 120,25 € ; 129,48 € 
18.03.22; 100,00 € ; 115,17 € ; 120,34 € ; 129,49 € 
21.03.22; 100,00 € ; 115,32 € ; 120,70 € ; 130,24 € 
22.03.22; 100,00 € ; 115,50 € ; 121,17 € ; 131,16 € 
23.03.22; 100,00 € ; 115,70 € ; 121,40 € ; 131,44 € 
24.03.22; 100,00 € ; 115,98 € ; 121,74 € ; 131,85 € 
25.03.22; 100,00 € ; 116,04 € ; 121,86 € ; 132,05 € 
28.03.22; 100,00 € ; 115,96 € ; 121,85 € ; 132,12 € 
29.03.22; 100,00 € ; 115,82 € ; 121,79 € ; 132,20 € 
30.03.22; 100,00 € ; 115,75 € ; 121,69 € ; 132,03 € 
31.03.22; 100,00 € ; 115,89 € ; 121,84 € ; 132,18 € 
01.04.22; 100,00 € ; 115,92 € ; 121,71 € ; 131,84 € 
04.04.22; 100,00 € ; 116,51 € ; 122,63 € ; 133,22 € 
05.04.22; 100,00 € ; 116,54 € ; 122,65 € ; 133,20 € 
06.04.22; 100,00 € ; 115,86 € ; 121,47 € ; 131,30 € 
07.04.22; 100,00 € ; 115,73 € ; 121,30 € ; 131,06 € 
08.04.22; 100,00 € ; 116,26 € ; 122,08 € ; 132,20 € 
11.04.22; 100,00 € ; 115,87 € ; 121,33 € ; 130,91 € 
12.04.22; 100,00 € ; 116,32 € ; 121,97 € ; 131,79 € 
13.04.22; 100,00 € ; 116,26 € ; 121,87 € ; 131,65 € 
14.04.22; 100,00 € ; 116,36 € ; 121,98 € ; 131,81 € 
18.04.22; 100,00 € ; 116,28 € ; 121,89 € ; 131,71 € 
19.04.22; 100,00 € ; 116,27 € ; 121,98 € ; 131,87 € 
20.04.22; 100,00 € ; 116,28 € ; 121,90 € ; 131,80 € 
21.04.22; 100,00 € ; 116,18 € ; 121,80 € ; 131,68 € 
22.04.22; 100,00 € ; 115,10 € ; 120,50 € ; 129,61 € 
25.04.22; 100,00 € ; 114,06 € ; 119,27 € ; 127,76 € 
26.04.22; 100,00 € ; 114,22 € ; 119,35 € ; 127,74 € 
27.04.22; 100,00 € ; 114,42 € ; 119,57 € ; 127,99 € 
28.04.22; 100,00 € ; 114,58 € ; 119,76 € ; 128,22 € 
29.04.22; 100,00 € ; 114,72 € ; 119,94 € ; 128,44 € 
02.05.22; 100,00 € ; 114,10 € ; 119,21 € ; 127,56 € 
03.05.22; 100,00 € ; 114,32 € ; 119,46 € ; 127,85 € 
04.05.22; 100,00 € ; 114,02 € ; 119,12 € ; 127,46 € 
05.05.22; 100,00 € ; 114,17 € ; 119,32 € ; 127,72 € 
06.05.22; 100,00 € ; 113,89 € ; 119,00 € ; 127,35 € 
09.05.22; 100,00 € ; 113,41 € ; 118,44 € ; 126,69 € 
10.05.22; 100,00 € ; 113,28 € ; 118,28 € ; 126,49 € 
11.05.22; 100,00 € ; 113,31 € ; 118,31 € ; 126,53 € 
12.05.22; 100,00 € ; 113,25 € ; 118,26 € ; 126,48 € 
13.05.22; 100,00 € ; 113,06 € ; 118,02 € ; 126,18 € 
16.05.22; 100,00 € ; 113,07 € ; 118,04 € ; 126,20 € 
17.05.22; 100,00 € ; 112,97 € ; 117,91 € ; 126,05 € 
18.05.22; 100,00 € ; 112,99 € ; 117,94 € ; 126,08 € 
19.05.22; 100,00 € ; 113,09 € ; 118,06 € ; 126,24 € 
20.05.22; 100,00 € ; 113,10 € ; 118,08 € ; 126,26 € 
23.05.22; 100,00 € ; 113,02 € ; 117,98 € ; 126,12 € 
24.05.22; 100,00 € ; 113,05 € ; 118,02 € ; 126,17 € 
25.05.22; 100,00 € ; 113,00 € ; 117,95 € ; 126,10 € 
26.05.22; 100,00 € ; 112,92 € ; 117,84 € ; 125,96 € 
27.05.22; 100,00 € ; 113,00 € ; 117,95 € ; 126,09 € 
30.05.22; 100,00 € ; 112,92 € ; 117,85 € ; 125,96 € 
31.05.22; 100,00 € ; 112,89 € ; 117,81 € ; 125,91 € 
01.06.22; 100,00 € ; 112,99 € ; 117,94 € ; 126,08 € 
02.06.22; 100,00 € ; 113,06 € ; 118,03 € ; 126,19 € 
03.06.22; 100,00 € ; 112,95 € ; 117,90 € ; 126,03 € 
06.06.22; 100,00 € ; 112,93 € ; 117,86 € ; 125,99 € 
07.06.22; 100,00 € ; 112,96 € ; 117,90 € ; 126,04 € 
08.06.22; 100,00 € ; 112,95 € ; 117,90 € ; 126,04 € 
09.06.22; 100,00 € ; 112,87 € ; 117,81 € ; 125,94 € 
10.06.22; 100,00 € ; 113,06 € ; 118,10 € ; 126,32 € 
13.06.22; 100,00 € ; 112,86 € ; 117,87 € ; 126,03 € 
14.06.22; 100,00 € ; 112,75 € ; 117,76 € ; 125,90 € 
15.06.22; 100,00 € ; 112,83 € ; 117,86 € ; 126,02 € 
16.06.22; 100,00 € ; 112,86 € ; 117,90 € ; 126,08 € 
17.06.22; 100,00 € ; 112,89 € ; 117,94 € ; 126,14 € 
20.06.22; 100,00 € ; 112,78 € ; 117,80 € ; 125,95 € 
21.06.22; 100,00 € ; 112,74 € ; 117,76 € ; 125,90 € 
22.06.22; 100,00 € ; 112,58 € ; 117,57 € ; 125,68 € 
23.06.22; 100,00 € ; 112,76 € ; 117,78 € ; 125,92 € 
24.06.22; 100,00 € ; 112,89 € ; 117,89 € ; 126,04 € 
27.06.22; 100,00 € ; 112,80 € ; 117,77 € ; 125,89 € 
28.06.22; 100,00 € ; 112,97 € ; 117,98 € ; 126,13 € 
29.06.22; 100,00 € ; 112,93 € ; 117,95 € ; 126,11 € 
30.06.22; 100,00 € ; 112,87 € ; 117,87 € ; 126,02 € 
01.07.22; 100,00 € ; 113,04 € ; 118,06 € ; 126,24 € 
04.07.22; 100,00 € ; 113,03 € ; 118,05 € ; 126,23 € 
05.07.22; 100,00 € ; 112,92 € ; 117,91 € ; 126,06 € 
06.07.22; 100,00 € ; 112,83 € ; 117,80 € ; 125,91 € 
07.07.22; 100,00 € ; 113,17 € ; 118,17 € ; 126,34 € 
08.07.22; 100,00 € ; 113,08 € ; 118,07 € ; 126,22 € 
11.07.22; 100,00 € ; 112,82 € ; 117,81 € ; 125,95 € 
12.07.22; 100,00 € ; 112,80 € ; 117,78 € ; 125,91 € 
13.07.22; 100,00 € ; 112,77 € ; 117,76 € ; 125,89 € 
14.07.22; 100,00 € ; 112,49 € ; 117,42 € ; 125,48 € 
15.07.22; 100,00 € ; 112,37 € ; 117,27 € ; 125,29 € 
18.07.22; 100,00 € ; 112,38 € ; 117,27 € ; 125,27 € 
19.07.22; 100,00 € ; 112,26 € ; 117,18 € ; 125,17 € 
20.07.22; 100,00 € ; 112,46 € ; 117,40 € ; 125,46 € 
21.07.22; 100,00 € ; 112,40 € ; 117,32 € ; 125,32 € 
22.07.22; 100,00 € ; 112,63 € ; 117,64 € ; 125,81 € 
25.07.22; 100,00 € ; 112,62 € ; 117,67 € ; 125,95 € 
26.07.22; 100,00 € ; 112,82 € ; 117,98 € ; 126,47 € 
27.07.22; 100,00 € ; 113,07 € ; 118,29 € ; 126,87 € 
28.07.22; 100,00 € ; 113,77 € ; 119,14 € ; 128,03 € 
29.07.22; 100,00 € ; 114,06 € ; 119,53 € ; 128,63 € 
01.08.22; 100,00 € ; 113,99 € ; 119,42 € ; 128,40 € 
02.08.22; 100,00 € ; 114,27 € ; 119,81 € ; 128,97 € 
03.08.22; 100,00 € ; 114,30 € ; 119,77 € ; 128,85 € 
04.08.22; 100,00 € ; 114,21 € ; 119,60 € ; 128,45 € 
05.08.22; 100,00 € ; 114,26 € ; 119,68 € ; 128,54 € 
08.08.22; 100,00 € ; 114,70 € ; 120,16 € ; 129,19 € 
09.08.22; 100,00 € ; 114,48 € ; 119,98 € ; 129,02 € 
10.08.22; 100,00 € ; 114,58 € ; 120,00 € ; 128,96 € 
11.08.22; 100,00 € ; 114,67 € ; 120,12 € ; 129,20 € 
12.08.22; 100,00 € ; 115,29 € ; 120,88 € ; 130,26 € 
15.08.22; 100,00 € ; 115,57 € ; 121,12 € ; 130,53 € 
16.08.22; 100,00 € ; 115,75 € ; 121,24 € ; 130,66 € 
17.08.22; 100,00 € ; 115,54 € ; 121,02 € ; 130,39 € 
18.08.22; 100,00 € ; 115,70 € ; 121,23 € ; 130,64 € 
19.08.22; 100,00 € ; 115,68 € ; 121,11 € ; 130,51 € 
22.08.22; 100,00 € ; 115,68 € ; 121,12 € ; 130,52 € 
23.08.22; 100,00 € ; 115,76 € ; 121,28 € ; 130,71 € 
24.08.22; 100,00 € ; 115,94 € ; 121,46 € ; 130,92 € 
25.08.22; 100,00 € ; 116,03 € ; 121,59 € ; 131,07 € 
26.08.22; 100,00 € ; 115,56 € ; 121,03 € ; 130,41 € 
29.08.22; 100,00 € ; 115,27 € ; 120,78 € ; 130,14 € 
30.08.22; 100,00 € ; 114,87 € ; 120,32 € ; 129,59 € 
31.08.22; 100,00 € ; 114,60 € ; 120,02 € ; 129,23 € 
01.09.22; 100,00 € ; 114,37 € ; 119,76 € ; 128,92 € 
02.09.22; 100,00 € ; 114,73 € ; 120,15 € ; 129,38 € 
05.09.22; 100,00 € ; 114,88 € ; 120,34 € ; 129,61 € 
06.09.22; 100,00 € ; 114,62 € ; 120,05 € ; 129,28 € 
07.09.22; 100,00 € ; 114,61 € ; 120,07 € ; 129,31 € 
08.09.22; 100,00 € ; 114,76 € ; 120,23 € ; 129,48 € 
09.09.22; 100,00 € ; 114,95 € ; 120,45 € ; 129,72 € 
12.09.22; 100,00 € ; 115,15 € ; 120,67 € ; 129,97 € 
13.09.22; 100,00 € ; 114,70 € ; 120,16 € ; 129,38 € 
14.09.22; 100,00 € ; 114,66 € ; 120,10 € ; 129,31 € 
15.09.22; 100,00 € ; 114,07 € ; 119,41 € ; 128,48 € 
16.09.22; 100,00 € ; 113,68 € ; 118,99 € ; 128,01 € 
19.09.22; 100,00 € ; 113,69 € ; 118,99 € ; 128,01 € 
20.09.22; 100,00 € ; 113,69 € ; 118,99 € ; 128,00 € 
21.09.22; 100,00 € ; 113,86 € ; 119,21 € ; 128,28 € 
22.09.22; 100,00 € ; 113,91 € ; 119,27 € ; 128,37 € 
23.09.22; 100,00 € ; 113,72 € ; 119,05 € ; 128,11 € 
26.09.22; 100,00 € ; 113,73 € ; 119,07 € ; 128,14 € 
27.09.22; 100,00 € ; 113,67 € ; 119,00 € ; 128,05 € 
28.09.22; 100,00 € ; 113,84 € ; 119,19 € ; 128,29 € 
29.09.22; 100,00 € ; 113,45 € ; 118,75 € ; 127,76 € 
30.09.22; 100,00 € ; 113,61 € ; 118,93 € ; 127,99 € 